disc_cat,brand,top_brand,top_category,category,correlation_coefficient_
High,8Mobility,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Allocacoc,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.5941862318885917
High,Apple,In TOP Brands,In TOP Categories,Apple MacBook,0.8655641901713751
High,Apple,In TOP Brands,In TOP Categories,Apple iMac,
High,Apple,In TOP Brands,In TOP Categories,Apple iPad,
High,Apple,In TOP Brands,In TOP Categories,Apple iPhone,-0.017071692386346735
High,Apple,In TOP Brands,In TOP Categories,Electronic Devises,-0.003524569771471415
High,Apple,In TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Apple,In TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.05368113158935024
High,Apple,In TOP Brands,NOT in TOP Categories,Cables,-0.07286282138196182
High,Apple,In TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,Apple,In TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.23123796376233466
High,Apple,In TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,Apple,In TOP Brands,NOT in TOP Categories,Routers,
High,Be.ez,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Beats,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
High,Belkin,NOT in TOP Brands,In TOP Categories,Electronic Devises,0.3108247815352589
High,Belkin,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
High,Belkin,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.03804084248086307
High,Belkin,NOT in TOP Brands,NOT in TOP Categories,Cables,
High,Belkin,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",0.0711189764588919
High,Belkin,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Belkin,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,Belkin,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",0.09909240879604385
High,BenQ,NOT in TOP Brands,In TOP Categories,Monitors,
High,Bose,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
High,Crucial,In TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.04063446638693558
High,Cygnett,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
High,D-Link,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.18204747394051196
High,D-Link,NOT in TOP Brands,In TOP Categories,Monitors,
High,D-Link,NOT in TOP Brands,NOT in TOP Categories,"Cameras, Security system",-0.21153860862336282
High,D-Link,NOT in TOP Brands,NOT in TOP Categories,Routers,0.04250414017538385
High,DJI,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Dell,In TOP Brands,In TOP Categories,Monitors,0.858779879804232
High,Devia,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Dodocool,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Drobo,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
High,Eizo,NOT in TOP Brands,In TOP Categories,Monitors,
High,Elago,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Elago,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
High,Elago,NOT in TOP Brands,NOT in TOP Categories,Cables,
High,Elago,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,Elago,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,Elgato,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.17624293290194024
High,FCM,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.9056886540797375
High,G-Technology,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
High,GoPro,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Griffin,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Griffin,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.02260775171763092
High,Griffin,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",-1.0000000000000007
High,Griffin,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Griffin,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",
High,Hoco Nike,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
High,Hoco Nike,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",
High,IK Multimedia,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Incase,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
High,JBL,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.04234887428290944
High,Jawbone,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.015545810394028104
High,Jaybird,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,Jaybird,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",0.689202437604511
High,Just Mobile,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Kanex,NOT in TOP Brands,NOT in TOP Categories,Cables,
High,Kanex,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,Kingston,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.12315369878072825
High,Kukaclip,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,LG,In TOP Brands,In TOP Categories,Monitors,
High,LG,In TOP Brands,NOT in TOP Categories,"Repair service, Install kit, Extended warranty",
High,LMP,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,LaCie,In TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.07945543973384256
High,Lexar,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.12257334427460985
High,Lifeproof,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.002132793617798236
High,Lifeproof,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,Lifeproof,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.2858970414361869
High,Logitech,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Logitech,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
High,Logitech,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,Macally,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.03295213120255705
High,Macally,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.14826206874554054
High,Macally,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Macally,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,Matias,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",0.04181414395980092
High,Mediterrans,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Microsoft,NOT in TOP Brands,In TOP Categories,Apple iMac,
High,Minibatt,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,Mophie,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.46386933261821495
High,Mophie,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",0.021965892921347395
High,Moshi,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Moshi,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Moxie,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.09991033635684692
High,Moxie,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Muvit,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.120847412061348
High,Muvit,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,My MW,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Nest,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Nest,NOT in TOP Brands,NOT in TOP Categories,"Cameras, Security system",
High,Netatmo,NOT in TOP Brands,In TOP Categories,Electronic Devises,0.162738738688671
High,Netatmo,NOT in TOP Brands,NOT in TOP Categories,"Cameras, Security system",
High,NewerTech,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
High,NewerTech,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.19749252334007067
High,NewerTech,NOT in TOP Brands,NOT in TOP Categories,Batteries,
High,NewerTech,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.9625901137356129
High,NewerTech,NOT in TOP Brands,NOT in TOP Categories,"Repair service, Install kit, Extended warranty",
High,Nodon,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Nomad,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
High,OWC,In TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.09454162065329459
High,OWC,In TOP Brands,NOT in TOP Categories,Connectivity & Adapters,1.0
High,OWC,In TOP Brands,NOT in TOP Categories,"Repair service, Install kit, Extended warranty",-0.009003520720359825
High,Oblumi,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Olloclip,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Otterbox,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.041258743747126424
High,Pack,In TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
High,Pack,In TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.029333006265618414
High,Pack,In TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,Pack,In TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Parrot,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Parrot,NOT in TOP Brands,NOT in TOP Categories,Drones,
High,Philips,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.5104712944530126
High,Plantronics,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.14482275323605343
High,Prynt,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Puro,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,QNAP,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
High,Rain Design,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
High,Repair,NOT in TOP Brands,NOT in TOP Categories,"Repair service, Install kit, Extended warranty",
High,Replacement,NOT in TOP Brands,NOT in TOP Categories,"Repair service, Install kit, Extended warranty",0.4899649523618839
High,STM,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Samsung,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.1520057742626052
High,SanDisk,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.06662230561622352
High,Satechi,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.05858505408516814
High,Satechi,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
High,Satechi,NOT in TOP Brands,NOT in TOP Categories,Cables,-1.0
High,Satechi,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",0.19079239309660523
High,Satechi,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.930234675413166
High,Satechi,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",0.03746144584944169
High,Seagate,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.06155995471525262
High,Sen.se,NOT in TOP Brands,In TOP Categories,Electronic Devises,0.04303314829119355
High,Sonnet,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
High,Sonos,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",-0.45118655908956845
High,Spek SeeThru,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.011241488827906442
High,Sphero,NOT in TOP Brands,In TOP Categories,Electronic Devises,0.1218123867148102
High,Startech,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
High,Startech,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.9940872180425084
High,SwitchEasy,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,SwitchEasy,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.004203903306804526
High,TP-Link,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,TP-Link,NOT in TOP Brands,NOT in TOP Categories,Cables,0.023584080446180728
High,TP-Link,NOT in TOP Brands,NOT in TOP Categories,Routers,0.1728507710148724
High,Tangram,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Thule,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Tile,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Toshiba,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",1.0
High,TrackR,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.49999999999999933
High,Trascend,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.487781119445632
High,Trunk Sleeve,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Tucano,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Tucano,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.3058785539163435
High,Twelve South,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",0.7691908764143155
High,Urban Armor Gear,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,Wacom,In TOP Brands,In TOP Categories,Apple iMac,
High,Wacom,In TOP Brands,In TOP Categories,Electronic Devises,0.6326965787675396
High,Wacom,In TOP Brands,In TOP Categories,Monitors,
High,Wacom,In TOP Brands,In TOP Categories,Tablets,0.02289915882502258
High,Wacom,In TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,Western Digital,In TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.2668614933974906
High,Whoosh,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Withings,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,Wowewa,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.0355229008466449
High,Wowewa,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",-0.2821318428339904
High,X-Doria,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.14064485677583924
High,X-Doria,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
High,Xoopar,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",
High,ZaggKeys,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.01444227121276222
High,ZaggKeys,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",-0.02299610249091362
High,ZaggKeys,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
High,iFixit,NOT in TOP Brands,NOT in TOP Categories,"Repair service, Install kit, Extended warranty",-0.07971414015342844
High,iFrogz,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
High,iHealth,NOT in TOP Brands,In TOP Categories,Electronic Devises,
High,iOttie,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",1.0000000000001386
Low or Negative,8Mobility,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
Low or Negative,Acme,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Adonit,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",-0.032279049358919176
Low or Negative,Aiino,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Akitio,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
Low or Negative,Akitio,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.29045593558095195
Low or Negative,Allocacoc,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.05857394291218802
Low or Negative,Apple,In TOP Brands,In TOP Categories,Apple MacBook,0.01144280015113383
Low or Negative,Apple,In TOP Brands,In TOP Categories,Apple iMac,-0.04680167083538783
Low or Negative,Apple,In TOP Brands,In TOP Categories,Apple iPad,-0.009220960364359623
Low or Negative,Apple,In TOP Brands,In TOP Categories,Apple iPhone,-0.03432509034276088
Low or Negative,Apple,In TOP Brands,In TOP Categories,Electronic Devises,0.012016187402603578
Low or Negative,Apple,In TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
Low or Negative,Apple,In TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.019086595818367785
Low or Negative,Apple,In TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.0724716251904664
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,Apple Watch,0.009510403984798837
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,Apple iPod,0.018863669510415244
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,Cables,0.1956638503743314
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",-0.00240937914110061
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.04259482859639681
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,"Input devices, styluses",0.04930047083239516
Low or Negative,Apple,In TOP Brands,NOT in TOP Categories,Routers,0.17083532786834235
Low or Negative,Band&Strap,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
Low or Negative,Be.ez,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Be.ez,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.03632640164009987
Low or Negative,Beats,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
Low or Negative,Belkin,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Belkin,NOT in TOP Brands,In TOP Categories,Monitors,
Low or Negative,Belkin,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.27206391674142955
Low or Negative,Belkin,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",0.08562050820355273
Low or Negative,Belkin,NOT in TOP Brands,NOT in TOP Categories,Cables,0.3717712817629161
Low or Negative,Belkin,NOT in TOP Brands,NOT in TOP Categories,"Cameras, Security system",
Low or Negative,Belkin,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",0.03686536723465914
Low or Negative,Belkin,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,0.02531741679100956
Low or Negative,Belkin,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",0.9999999999999998
Low or Negative,Belkin,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",-0.12929925024852745
Low or Negative,BenQ,NOT in TOP Brands,In TOP Categories,Monitors,-0.017541889013383903
Low or Negative,Blue Microphones,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Blue Microphones,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",-0.026892570053223125
Low or Negative,BlueLounge,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,BodyGuardz,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Booq,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Boostcase,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Bose,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.013841619976215663
Low or Negative,Bose,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
Low or Negative,Casetify,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Cogito,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Crucial,In TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.01458156432600772
Low or Negative,Cyberpower,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",-0.06995803609579715
Low or Negative,Cygnett,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
Low or Negative,Cygnett,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
Low or Negative,D-Link,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.10299448988855787
Low or Negative,D-Link,NOT in TOP Brands,In TOP Categories,Monitors,
Low or Negative,D-Link,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.2891967979890283
Low or Negative,D-Link,NOT in TOP Brands,NOT in TOP Categories,"Cameras, Security system",-0.19263684181935203
Low or Negative,D-Link,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
Low or Negative,D-Link,NOT in TOP Brands,NOT in TOP Categories,Routers,-0.10649523050316338
Low or Negative,DJI,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,DJI,NOT in TOP Brands,NOT in TOP Categories,Drones,
Low or Negative,Dell,In TOP Brands,In TOP Categories,Monitors,0.10970906871756639
Low or Negative,Devia,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Devia,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
Low or Negative,Devolo,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Devolo,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
Low or Negative,Devolo,NOT in TOP Brands,NOT in TOP Categories,Routers,0.2106718135585566
Low or Negative,Dodocool,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Dodocool,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",-0.11322770341445958
Low or Negative,Dodocool,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
Low or Negative,Drobo,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
Low or Negative,Eizo,NOT in TOP Brands,In TOP Categories,Monitors,0.27654566042781586
Low or Negative,Eizo,NOT in TOP Brands,NOT in TOP Categories,"Repair service, Install kit, Extended warranty",
Low or Negative,Elago,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Elago,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.27420984476711086
Low or Negative,Elago,NOT in TOP Brands,NOT in TOP Categories,Cables,0.09423539080573144
Low or Negative,Elago,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",-0.10869491829753548
Low or Negative,Elago,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
Low or Negative,Elago,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
Low or Negative,Elevation Lab,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
Low or Negative,Elgato,NOT in TOP Brands,In TOP Categories,Electronic Devises,0.0035057289680689623
Low or Negative,Elgato,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,
Low or Negative,Evutec,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.02299610249091376
Low or Negative,FCM,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.023110196939443692
Low or Negative,Fibaro,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.07708658008023558
Low or Negative,FiftyThree,NOT in TOP Brands,NOT in TOP Categories,"Input devices, styluses",
Low or Negative,Fitbit,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,G-Technology,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,G-Technology,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.09986746097663687
Low or Negative,Gamevice,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Glyph Atom,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
Low or Negative,GoPro,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,GoPro,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Griffin,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Griffin,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",-0.011396402683085474
Low or Negative,Griffin,NOT in TOP Brands,NOT in TOP Categories,Cables,
Low or Negative,Griffin,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",-0.02606940386448672
Low or Negative,Griffin,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,-0.03956775320364545
Low or Negative,Griffin,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",
Low or Negative,HGST Travelstar,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",0.1928401488737793
Low or Negative,Harman Kardon,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
Low or Negative,Henge Docks,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",-0.11322770341445924
Low or Negative,Henge Docks,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",-0.05648869134882023
Low or Negative,Hitcase,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Hoco Nike,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
Low or Negative,Hoco Nike,NOT in TOP Brands,NOT in TOP Categories,Batteries,
Low or Negative,Hoco Nike,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",0.0584705346204689
Low or Negative,Hoco Nike,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",
Low or Negative,Honeywell,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.12808536842249865
Low or Negative,Hyper Pearl,NOT in TOP Brands,In TOP Categories,Electronic Devises,-0.09885336094784054
Low or Negative,Hyper Pearl,NOT in TOP Brands,NOT in TOP Categories,Batteries,
Low or Negative,Hyper Pearl,NOT in TOP Brands,NOT in TOP Categories,Connectivity & Adapters,-0.028501528050512825
Low or Negative,Hyper Pearl,NOT in TOP Brands,NOT in TOP Categories,"Power Banks, Batteries",-0.028032710705635098
Low or Negative,I AM,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,IK Multimedia,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,IK Multimedia,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",
Low or Negative,IK Multimedia,NOT in TOP Brands,NOT in TOP Categories,"Charging Dock, Chargers, Stands, Supports",
Low or Negative,Incase,NOT in TOP Brands,In TOP Categories,"Protection, Cases, Backpacks",
Low or Negative,Incase,NOT in TOP Brands,NOT in TOP Categories,Apple Watch Accessories,
Low or Negative,JBL,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",0.07274073917021341
Low or Negative,Jabra,NOT in TOP Brands,In TOP Categories,"Sound, Headphones, Players",-0.08124898453070446
Low or Negative,Jawbone,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Jawbone,NOT in TOP Brands,In TOP Categories,Monitors,
Low or Negative,Jaybird,NOT in TOP Brands,In TOP Categories,Electronic Devises,
Low or Negative,Jaybird,NOT in TOP Brands,In TOP Categories,"NAS, HDD, SSD, Memory stick and cards",
